,date,region,sales
1704,2019-04-08,north,1713.0
1705,2019-04-08,south,1779.0
1706,2019-04-08,east,1743.0
1707,2019-04-08,west,1575.0
1708,2019-04-09,north,1728.0
1709,2019-04-09,south,1719.0
1710,2019-04-09,east,1755.0
1711,2019-04-09,west,1617.0
1712,2019-04-10,north,1542.0
1713,2019-04-10,south,1626.0
1714,2019-04-10,east,1509.0
1715,2019-04-10,west,1638.0
1716,2019-04-11,north,1581.0
1717,2019-04-11,south,1680.0
1718,2019-04-11,east,1569.0
1719,2019-04-11,west,1635.0
1720,2019-04-12,north,1539.0
1721,2019-04-12,south,1587.0
1722,2019-04-12,east,1593.0
1723,2019-04-12,west,1581.0
1724,2019-04-13,north,1515.0
1725,2019-04-13,south,1611.0
1726,2019-04-13,east,1644.0
1727,2019-04-13,west,1794.0
1728,2019-04-14,north,1500.0
1729,2019-04-14,south,1737.0
1730,2019-04-14,east,1722.0
1731,2019-04-14,west,1764.0
1732,2019-04-15,north,1530.0
1733,2019-04-15,south,1602.0
1734,2019-04-15,east,1524.0
1735,2019-04-15,west,1770.0
1736,2019-04-16,north,1596.0
1737,2019-04-16,south,1668.0
1738,2019-04-16,east,1584.0
1739,2019-04-16,west,1713.0
1740,2019-04-17,north,1569.0
1741,2019-04-17,south,1686.0
1742,2019-04-17,east,1647.0
1743,2019-04-17,west,1509.0
1744,2019-04-18,north,1590.0
1745,2019-04-18,south,1650.0
1746,2019-04-18,east,1557.0
1747,2019-04-18,west,1575.0
1748,2019-04-19,north,1773.0
1749,2019-04-19,south,1629.0
1750,2019-04-19,east,1524.0
1751,2019-04-19,west,1512.0
1752,2019-04-20,north,1521.0
1753,2019-04-20,south,1653.0
1754,2019-04-20,east,1584.0
1755,2019-04-20,west,1713.0
1756,2019-04-21,north,1683.0
1757,2019-04-21,south,1749.0
1758,2019-04-21,east,1545.0
1759,2019-04-21,west,1629.0
1760,2019-04-22,north,1533.0
1761,2019-04-22,south,1587.0
1762,2019-04-22,east,1671.0
1763,2019-04-22,west,1650.0
1764,2019-04-23,north,1668.0
1765,2019-04-23,south,1674.0
1766,2019-04-23,east,1728.0
1767,2019-04-23,west,1518.0
1768,2019-04-24,north,1554.0
1769,2019-04-24,south,1719.0
1770,2019-04-24,east,1746.0
1771,2019-04-24,west,1665.0
1772,2019-04-25,north,1503.0
1773,2019-04-25,south,1692.0
1774,2019-04-25,east,1725.0
1775,2019-04-25,west,1764.0
1776,2019-04-26,north,1710.0
1777,2019-04-26,south,1635.0
1778,2019-04-26,east,1764.0
1779,2019-04-26,west,1758.0
1780,2019-04-27,north,1740.0
1781,2019-04-27,south,1776.0
1782,2019-04-27,east,1740.0
1783,2019-04-27,west,1620.0
1784,2019-04-28,north,1566.0
1785,2019-04-28,south,1704.0
1786,2019-04-28,east,1578.0
1787,2019-04-28,west,1503.0
1788,2019-04-29,north,1602.0
1789,2019-04-29,south,1791.0
1790,2019-04-29,east,1752.0
1791,2019-04-29,west,1800.0
1792,2019-04-30,north,1719.0
1793,2019-04-30,south,1767.0
1794,2019-04-30,east,1500.0
1795,2019-04-30,west,1623.0
1796,2019-05-01,north,1665.0
1797,2019-05-01,south,1800.0
1798,2019-05-01,east,1731.0
1799,2019-05-01,west,1542.0
1800,2019-05-02,north,1575.0
1801,2019-05-02,south,1548.0
1802,2019-05-02,east,1797.0
1803,2019-05-02,west,1521.0
1804,2019-05-03,north,1560.0
1805,2019-05-03,south,1521.0
1806,2019-05-03,east,1605.0
1807,2019-05-03,west,1740.0
1808,2019-05-04,north,1617.0
1809,2019-05-04,south,1743.0
1810,2019-05-04,east,1629.0
1811,2019-05-04,west,1749.0
1812,2019-05-05,north,1512.0
1813,2019-05-05,south,1746.0
1814,2019-05-05,east,1530.0
1815,2019-05-05,west,1611.0
1816,2019-05-06,north,1569.0
1817,2019-05-06,south,1689.0
1818,2019-05-06,east,1557.0
1819,2019-05-06,west,1560.0
1820,2019-05-07,north,1650.0
1821,2019-05-07,south,1695.0
1822,2019-05-07,east,1620.0
1823,2019-05-07,west,1644.0
1824,2019-05-08,north,1800.0
1825,2019-05-08,south,1515.0
1826,2019-05-08,east,1785.0
1827,2019-05-08,west,1650.0
1828,2019-05-09,north,1797.0
1829,2019-05-09,south,1641.0
1830,2019-05-09,east,1665.0
1831,2019-05-09,west,1767.0
1832,2019-05-10,north,1500.0
1833,2019-05-10,south,1788.0
1834,2019-05-10,east,1725.0
1835,2019-05-10,west,1557.0
1836,2019-05-11,north,1503.0
1837,2019-05-11,south,1518.0
1838,2019-05-11,east,1650.0
1839,2019-05-11,west,1614.0
1840,2019-05-12,north,1743.0
1841,2019-05-12,south,1524.0
1842,2019-05-12,east,1761.0
1843,2019-05-12,west,1743.0
1844,2019-05-13,north,1563.0
1845,2019-05-13,south,1716.0
1846,2019-05-13,east,1560.0
1847,2019-05-13,west,1614.0
1848,2019-05-14,north,1617.0
1849,2019-05-14,south,1761.0
1850,2019-05-14,east,1635.0
1851,2019-05-14,west,1614.0
1852,2019-05-15,north,1509.0
1853,2019-05-15,south,1650.0
1854,2019-05-15,east,1755.0
1855,2019-05-15,west,1569.0
1856,2019-05-16,north,1605.0
1857,2019-05-16,south,1695.0
1858,2019-05-16,east,1662.0
1859,2019-05-16,west,1605.0
1860,2019-05-17,north,1731.0
1861,2019-05-17,south,1590.0
1862,2019-05-17,east,1620.0
1863,2019-05-17,west,1752.0
1864,2019-05-18,north,1533.0
1865,2019-05-18,south,1737.0
1866,2019-05-18,east,1608.0
1867,2019-05-18,west,1662.0
1868,2019-05-19,north,1797.0
1869,2019-05-19,south,1728.0
1870,2019-05-19,east,1686.0
1871,2019-05-19,west,1650.0
1872,2019-05-20,north,1695.0
1873,2019-05-20,south,1752.0
1874,2019-05-20,east,1785.0
1875,2019-05-20,west,1668.0
1876,2019-05-21,north,1515.0
1877,2019-05-21,south,1683.0
1878,2019-05-21,east,1794.0
1879,2019-05-21,west,1533.0
1880,2019-05-22,north,1599.0
1881,2019-05-22,south,1761.0
1882,2019-05-22,east,1761.0
1883,2019-05-22,west,1722.0
1884,2019-05-23,north,1626.0
1885,2019-05-23,south,1668.0
1886,2019-05-23,east,1641.0
1887,2019-05-23,west,1740.0
1888,2019-05-24,north,1650.0
1889,2019-05-24,south,1623.0
1890,2019-05-24,east,1653.0
1891,2019-05-24,west,1773.0
1892,2019-05-25,north,1788.0
1893,2019-05-25,south,1581.0
1894,2019-05-25,east,1677.0
1895,2019-05-25,west,1569.0
1896,2019-05-26,north,1791.0
1897,2019-05-26,south,1617.0
1898,2019-05-26,east,1638.0
1899,2019-05-26,west,1542.0
1900,2019-05-27,north,1590.0
1901,2019-05-27,south,1704.0
1902,2019-05-27,east,1680.0
1903,2019-05-27,west,1527.0
1904,2019-05-28,north,1635.0
1905,2019-05-28,south,1755.0
1906,2019-05-28,east,1560.0
1907,2019-05-28,west,1533.0
1908,2019-05-29,north,1599.0
1909,2019-05-29,south,1677.0
1910,2019-05-29,east,1581.0
1911,2019-05-29,west,1680.0
1912,2019-05-30,north,1692.0
1913,2019-05-30,south,1644.0
1914,2019-05-30,east,1716.0
1915,2019-05-30,west,1761.0
1916,2019-05-31,north,1716.0
1917,2019-05-31,south,1764.0
1918,2019-05-31,east,1677.0
1919,2019-05-31,west,1605.0
1920,2019-06-01,north,1680.0
1921,2019-06-01,south,1695.0
1922,2019-06-01,east,1548.0
1923,2019-06-01,west,1689.0
1924,2019-06-02,north,1755.0
1925,2019-06-02,south,1707.0
1926,2019-06-02,east,1557.0
1927,2019-06-02,west,1644.0
1928,2019-06-03,north,1719.0
1929,2019-06-03,south,1680.0
1930,2019-06-03,east,1581.0
1931,2019-06-03,west,1749.0
1932,2019-06-04,north,1602.0
1933,2019-06-04,south,1704.0
1934,2019-06-04,east,1602.0
1935,2019-06-04,west,1554.0
1936,2019-06-05,north,1632.0
1937,2019-06-05,south,1560.0
1938,2019-06-05,east,1647.0
1939,2019-06-05,west,1560.0
1940,2019-06-06,north,1662.0
1941,2019-06-06,south,1545.0
1942,2019-06-06,east,1614.0
1943,2019-06-06,west,1746.0
1944,2019-06-07,north,1713.0
1945,2019-06-07,south,1668.0
1946,2019-06-07,east,1503.0
1947,2019-06-07,west,1758.0
1948,2019-06-08,north,1656.0
1949,2019-06-08,south,1560.0
1950,2019-06-08,east,1710.0
1951,2019-06-08,west,1677.0
1952,2019-06-09,north,1782.0
1953,2019-06-09,south,1665.0
1954,2019-06-09,east,1782.0
1955,2019-06-09,west,1797.0
1956,2019-06-10,north,1698.0
1957,2019-06-10,south,1689.0
1958,2019-06-10,east,1623.0
1959,2019-06-10,west,1767.0
1960,2019-06-11,north,1635.0
1961,2019-06-11,south,1563.0
1962,2019-06-11,east,1785.0
1963,2019-06-11,west,1521.0
1964,2019-06-12,north,1728.0
1965,2019-06-12,south,1515.0
1966,2019-06-12,east,1548.0
1967,2019-06-12,west,1677.0
1968,2019-06-13,north,1587.0
1969,2019-06-13,south,1719.0
1970,2019-06-13,east,1587.0
1971,2019-06-13,west,1773.0
1972,2019-06-14,north,1557.0
1973,2019-06-14,south,1680.0
1974,2019-06-14,east,1773.0
1975,2019-06-14,west,1509.0
1976,2019-06-15,north,1602.0
1977,2019-06-15,south,1794.0
1978,2019-06-15,east,1764.0
1979,2019-06-15,west,1785.0
1980,2019-06-16,north,1662.0
1981,2019-06-16,south,1563.0
1982,2019-06-16,east,1671.0
1983,2019-06-16,west,1533.0
1984,2019-06-17,north,1587.0
1985,2019-06-17,south,1512.0
1986,2019-06-17,east,1536.0
1987,2019-06-17,west,1566.0
1988,2019-06-18,north,1767.0
1989,2019-06-18,south,1614.0
1990,2019-06-18,east,1776.0
1991,2019-06-18,west,1728.0
1992,2019-06-19,north,1614.0
1993,2019-06-19,south,1572.0
1994,2019-06-19,east,1614.0
1995,2019-06-19,west,1734.0
1996,2019-06-20,north,1566.0
1997,2019-06-20,south,1632.0
1998,2019-06-20,east,1785.0
1999,2019-06-20,west,1770.0
2000,2019-06-21,north,1725.0
2001,2019-06-21,south,1542.0
2002,2019-06-21,east,1677.0
2003,2019-06-21,west,1533.0
2004,2019-06-22,north,1578.0
2005,2019-06-22,south,1713.0
2006,2019-06-22,east,1776.0
2007,2019-06-22,west,1515.0
2008,2019-06-23,north,1587.0
2009,2019-06-23,south,1770.0
2010,2019-06-23,east,1773.0
2011,2019-06-23,west,1671.0
2012,2019-06-24,north,1704.0
2013,2019-06-24,south,1545.0
2014,2019-06-24,east,1671.0
2015,2019-06-24,west,1800.0
2016,2019-06-25,north,1611.0
2017,2019-06-25,south,1797.0
2018,2019-06-25,east,1623.0
2019,2019-06-25,west,1776.0
2020,2019-06-26,north,1677.0
2021,2019-06-26,south,1800.0
2022,2019-06-26,east,1794.0
2023,2019-06-26,west,1686.0
2024,2019-06-27,north,1671.0
2025,2019-06-27,south,1635.0
2026,2019-06-27,east,1740.0
2027,2019-06-27,west,1671.0
2028,2019-06-28,north,1671.0
2029,2019-06-28,south,1770.0
2030,2019-06-28,east,1773.0
2031,2019-06-28,west,1581.0
2032,2019-06-29,north,1533.0
2033,2019-06-29,south,1650.0
2034,2019-06-29,east,1536.0
2035,2019-06-29,west,1548.0
2036,2019-06-30,north,1785.0
2037,2019-06-30,south,1614.0
2038,2019-06-30,east,1569.0
2039,2019-06-30,west,1800.0
2040,2019-07-01,north,1644.0
2041,2019-07-01,south,1659.0
2042,2019-07-01,east,1659.0
2043,2019-07-01,west,1644.0
2044,2019-07-02,north,1656.0
2045,2019-07-02,south,1566.0
2046,2019-07-02,east,1686.0
2047,2019-07-02,west,1677.0
2048,2019-07-03,north,1770.0
2049,2019-07-03,south,1689.0
2050,2019-07-03,east,1704.0
2051,2019-07-03,west,1800.0
2052,2019-07-04,north,1782.0
2053,2019-07-04,south,1746.0
2054,2019-07-04,east,1527.0
2055,2019-07-04,west,1581.0
2056,2019-07-05,north,1518.0
2057,2019-07-05,south,1554.0
2058,2019-07-05,east,1548.0
2059,2019-07-05,west,1533.0
2060,2019-07-06,north,1791.0
2061,2019-07-06,south,1578.0
2062,2019-07-06,east,1779.0
2063,2019-07-06,west,1704.0
2064,2019-07-07,north,1587.0
2065,2019-07-07,south,1593.0
2066,2019-07-07,east,1644.0
2067,2019-07-07,west,1680.0
2068,2019-07-08,north,1614.0
2069,2019-07-08,south,1704.0
2070,2019-07-08,east,1797.0
2071,2019-07-08,west,1770.0
2072,2019-07-09,north,1605.0
2073,2019-07-09,south,1686.0
2074,2019-07-09,east,1794.0
2075,2019-07-09,west,1713.0
2076,2019-07-10,north,1755.0
2077,2019-07-10,south,1500.0
2078,2019-07-10,east,1632.0
2079,2019-07-10,west,1800.0
2080,2019-07-11,north,1800.0
2081,2019-07-11,south,1650.0
2082,2019-07-11,east,1704.0
2083,2019-07-11,west,1590.0
2084,2019-07-12,north,1779.0
2085,2019-07-12,south,1554.0
2086,2019-07-12,east,1635.0
2087,2019-07-12,west,1608.0
2088,2019-07-13,north,1791.0
2089,2019-07-13,south,1779.0
2090,2019-07-13,east,1527.0
2091,2019-07-13,west,1689.0
2092,2019-07-14,north,1782.0
2093,2019-07-14,south,1662.0
2094,2019-07-14,east,1620.0
2095,2019-07-14,west,1692.0
2096,2019-07-15,north,1551.0
2097,2019-07-15,south,1620.0
2098,2019-07-15,east,1725.0
2099,2019-07-15,west,1602.0
2100,2019-07-16,north,1518.0
2101,2019-07-16,south,1761.0
2102,2019-07-16,east,1539.0
2103,2019-07-16,west,1614.0
2104,2019-07-17,north,1548.0
2105,2019-07-17,south,1551.0
2106,2019-07-17,east,1722.0
2107,2019-07-17,west,1662.0
2108,2019-07-18,north,1509.0
2109,2019-07-18,south,1773.0
2110,2019-07-18,east,1767.0
2111,2019-07-18,west,1581.0
2112,2019-07-19,north,1626.0
2113,2019-07-19,south,1734.0
2114,2019-07-19,east,1761.0
2115,2019-07-19,west,1659.0
2116,2019-07-20,north,1638.0
2117,2019-07-20,south,1539.0
2118,2019-07-20,east,1782.0
2119,2019-07-20,west,1728.0
2120,2019-07-21,north,1746.0
2121,2019-07-21,south,1536.0
2122,2019-07-21,east,1719.0
2123,2019-07-21,west,1773.0
2124,2019-07-22,north,1611.0
2125,2019-07-22,south,1665.0
2126,2019-07-22,east,1506.0
2127,2019-07-22,west,1746.0
2128,2019-07-23,north,1770.0
2129,2019-07-23,south,1734.0
2130,2019-07-23,east,1707.0
2131,2019-07-23,west,1620.0
2132,2019-07-24,north,1569.0
2133,2019-07-24,south,1656.0
2134,2019-07-24,east,1617.0
2135,2019-07-24,west,1638.0
2136,2019-07-25,north,1701.0
2137,2019-07-25,south,1713.0
2138,2019-07-25,east,1557.0
2139,2019-07-25,west,1725.0
2140,2019-07-26,north,1605.0
2141,2019-07-26,south,1770.0
2142,2019-07-26,east,1557.0
2143,2019-07-26,west,1755.0
2144,2019-07-27,north,1737.0
2145,2019-07-27,south,1785.0
2146,2019-07-27,east,1545.0
2147,2019-07-27,west,1560.0
2148,2019-07-28,north,1509.0
2149,2019-07-28,south,1761.0
2150,2019-07-28,east,1551.0
2151,2019-07-28,west,1683.0
2152,2019-07-29,north,1644.0
2153,2019-07-29,south,1608.0
2154,2019-07-29,east,1719.0
2155,2019-07-29,west,1794.0
2156,2019-07-30,north,1764.0
2157,2019-07-30,south,1512.0
2158,2019-07-30,east,1701.0
2159,2019-07-30,west,1797.0
2160,2019-07-31,north,1734.0
2161,2019-07-31,south,1791.0
2162,2019-07-31,east,1761.0
2163,2019-07-31,west,1587.0
2164,2019-08-01,north,1596.0
2165,2019-08-01,south,1542.0
2166,2019-08-01,east,1710.0
2167,2019-08-01,west,1701.0
2168,2019-08-02,north,1647.0
2169,2019-08-02,south,1524.0
2170,2019-08-02,east,1782.0
2171,2019-08-02,west,1716.0
2172,2019-08-03,north,1752.0
2173,2019-08-03,south,1686.0
2174,2019-08-03,east,1764.0
2175,2019-08-03,west,1755.0
2176,2019-08-04,north,1578.0
2177,2019-08-04,south,1539.0
2178,2019-08-04,east,1743.0
2179,2019-08-04,west,1596.0
2180,2019-08-05,north,1506.0
2181,2019-08-05,south,1527.0
2182,2019-08-05,east,1626.0
2183,2019-08-05,west,1530.0
2184,2019-08-06,north,1521.0
2185,2019-08-06,south,1713.0
2186,2019-08-06,east,1761.0
2187,2019-08-06,west,1557.0
2188,2019-08-07,north,1584.0
2189,2019-08-07,south,1764.0
2190,2019-08-07,east,1623.0
2191,2019-08-07,west,1776.0
2192,2019-08-08,north,1749.0
2193,2019-08-08,south,1707.0
2194,2019-08-08,east,1629.0
2195,2019-08-08,west,1773.0
2196,2019-08-09,north,1758.0
2197,2019-08-09,south,1671.0
2198,2019-08-09,east,1659.0
2199,2019-08-09,west,1641.0
2200,2019-08-10,north,1596.0
2201,2019-08-10,south,1626.0
2202,2019-08-10,east,1557.0
2203,2019-08-10,west,1695.0
2204,2019-08-11,north,1659.0
2205,2019-08-11,south,1680.0
2206,2019-08-11,east,1683.0
2207,2019-08-11,west,1692.0
2208,2019-08-12,north,1569.0
2209,2019-08-12,south,1740.0
2210,2019-08-12,east,1650.0
2211,2019-08-12,west,1569.0
2212,2019-08-13,north,1701.0
2213,2019-08-13,south,1677.0
2214,2019-08-13,east,1533.0
2215,2019-08-13,west,1587.0
2216,2019-08-14,north,1713.0
2217,2019-08-14,south,1611.0
2218,2019-08-14,east,1524.0
2219,2019-08-14,west,1725.0
2220,2019-08-15,north,1761.0
2221,2019-08-15,south,1569.0
2222,2019-08-15,east,1668.0
2223,2019-08-15,west,1563.0
2224,2019-08-16,north,1734.0
2225,2019-08-16,south,1524.0
2226,2019-08-16,east,1731.0
2227,2019-08-16,west,1665.0
2228,2019-08-17,north,1710.0
2229,2019-08-17,south,1509.0
2230,2019-08-17,east,1539.0
2231,2019-08-17,west,1533.0
2232,2019-08-18,north,1785.0
2233,2019-08-18,south,1665.0
2234,2019-08-18,east,1722.0
2235,2019-08-18,west,1659.0
2236,2019-08-19,north,1791.0
2237,2019-08-19,south,1680.0
2238,2019-08-19,east,1542.0
2239,2019-08-19,west,1701.0
2240,2019-08-20,north,1671.0
2241,2019-08-20,south,1656.0
2242,2019-08-20,east,1536.0
2243,2019-08-20,west,1800.0
2244,2019-08-21,north,1605.0
2245,2019-08-21,south,1671.0
2246,2019-08-21,east,1590.0
2247,2019-08-21,west,1545.0
2248,2019-08-22,north,1500.0
2249,2019-08-22,south,1779.0
2250,2019-08-22,east,1656.0
2251,2019-08-22,west,1731.0
2252,2019-08-23,north,1614.0
2253,2019-08-23,south,1782.0
2254,2019-08-23,east,1629.0
2255,2019-08-23,west,1635.0
2256,2019-08-24,north,1548.0
2257,2019-08-24,south,1776.0
2258,2019-08-24,east,1743.0
2259,2019-08-24,west,1737.0
2260,2019-08-25,north,1644.0
2261,2019-08-25,south,1626.0
2262,2019-08-25,east,1680.0
2263,2019-08-25,west,1524.0
2264,2019-08-26,north,1515.0
2265,2019-08-26,south,1704.0
2266,2019-08-26,east,1653.0
2267,2019-08-26,west,1554.0
2268,2019-08-27,north,1644.0
2269,2019-08-27,south,1674.0
2270,2019-08-27,east,1665.0
2271,2019-08-27,west,1755.0
2272,2019-08-28,north,1566.0
2273,2019-08-28,south,1659.0
2274,2019-08-28,east,1515.0
2275,2019-08-28,west,1779.0
2276,2019-08-29,north,1572.0
2277,2019-08-29,south,1770.0
2278,2019-08-29,east,1632.0
2279,2019-08-29,west,1677.0
2280,2019-08-30,north,1755.0
2281,2019-08-30,south,1527.0
2282,2019-08-30,east,1623.0
2283,2019-08-30,west,1668.0
2284,2019-08-31,north,1683.0
2285,2019-08-31,south,1698.0
2286,2019-08-31,east,1749.0
2287,2019-08-31,west,1632.0
2288,2019-09-01,north,1785.0
2289,2019-09-01,south,1707.0
2290,2019-09-01,east,1518.0
2291,2019-09-01,west,1563.0
2292,2019-09-02,north,1701.0
2293,2019-09-02,south,1605.0
2294,2019-09-02,east,1596.0
2295,2019-09-02,west,1605.0
2296,2019-09-03,north,1716.0
2297,2019-09-03,south,1569.0
2298,2019-09-03,east,1725.0
2299,2019-09-03,west,1542.0
2300,2019-09-04,north,1692.0
2301,2019-09-04,south,1560.0
2302,2019-09-04,east,1515.0
2303,2019-09-04,west,1653.0
2304,2019-09-05,north,1629.0
2305,2019-09-05,south,1668.0
2306,2019-09-05,east,1698.0
2307,2019-09-05,west,1677.0
2308,2019-09-06,north,1503.0
2309,2019-09-06,south,1776.0
2310,2019-09-06,east,1509.0
2311,2019-09-06,west,1665.0
2312,2019-09-07,north,1683.0
2313,2019-09-07,south,1530.0
2314,2019-09-07,east,1782.0
2315,2019-09-07,west,1584.0
2316,2019-09-08,north,1743.0
2317,2019-09-08,south,1551.0
2318,2019-09-08,east,1620.0
2319,2019-09-08,west,1791.0
2320,2019-09-09,north,1674.0
2321,2019-09-09,south,1797.0
2322,2019-09-09,east,1773.0
2323,2019-09-09,west,1596.0
2324,2019-09-10,north,1617.0
2325,2019-09-10,south,1764.0
2326,2019-09-10,east,1632.0
2327,2019-09-10,west,1506.0
2328,2019-09-11,north,1533.0
2329,2019-09-11,south,1677.0
2330,2019-09-11,east,1746.0
2331,2019-09-11,west,1668.0
2332,2019-09-12,north,1797.0
2333,2019-09-12,south,1545.0
2334,2019-09-12,east,1701.0
2335,2019-09-12,west,1578.0
2336,2019-09-13,north,1626.0
2337,2019-09-13,south,1512.0
2338,2019-09-13,east,1788.0
2339,2019-09-13,west,1671.0
2340,2019-09-14,north,1728.0
2341,2019-09-14,south,1653.0
2342,2019-09-14,east,1644.0
2343,2019-09-14,west,1734.0
2344,2019-09-15,north,1746.0
2345,2019-09-15,south,1524.0
2346,2019-09-15,east,1611.0
2347,2019-09-15,west,1626.0
2348,2019-09-16,north,1668.0
2349,2019-09-16,south,1734.0
2350,2019-09-16,east,1797.0
2351,2019-09-16,west,1725.0
2352,2019-09-17,north,1656.0
2353,2019-09-17,south,1530.0
2354,2019-09-17,east,1695.0
2355,2019-09-17,west,1656.0
2356,2019-09-18,north,1797.0
2357,2019-09-18,south,1515.0
2358,2019-09-18,east,1638.0
2359,2019-09-18,west,1797.0
2360,2019-09-19,north,1800.0
2361,2019-09-19,south,1560.0
2362,2019-09-19,east,1506.0
2363,2019-09-19,west,1581.0
2364,2019-09-20,north,1515.0
2365,2019-09-20,south,1527.0
2366,2019-09-20,east,1758.0
2367,2019-09-20,west,1638.0
2368,2019-09-21,north,1605.0
2369,2019-09-21,south,1716.0
2370,2019-09-21,east,1569.0
2371,2019-09-21,west,1674.0
2372,2019-09-22,north,1632.0
2373,2019-09-22,south,1734.0
2374,2019-09-22,east,1530.0
2375,2019-09-22,west,1689.0
2376,2019-09-23,north,1641.0
2377,2019-09-23,south,1779.0
2378,2019-09-23,east,1659.0
2379,2019-09-23,west,1797.0
2380,2019-09-24,north,1767.0
2381,2019-09-24,south,1755.0
2382,2019-09-24,east,1602.0
2383,2019-09-24,west,1524.0
2384,2019-09-25,north,1794.0
2385,2019-09-25,south,1626.0
2386,2019-09-25,east,1617.0
2387,2019-09-25,west,1773.0
2388,2019-09-26,north,1719.0
2389,2019-09-26,south,1509.0
2390,2019-09-26,east,1686.0
2391,2019-09-26,west,1668.0
2392,2019-09-27,north,1731.0
2393,2019-09-27,south,1590.0
2394,2019-09-27,east,1728.0
2395,2019-09-27,west,1722.0
2396,2019-09-28,north,1548.0
2397,2019-09-28,south,1599.0
2398,2019-09-28,east,1605.0
2399,2019-09-28,west,1671.0
2400,2019-09-29,north,1512.0
2401,2019-09-29,south,1650.0
2402,2019-09-29,east,1614.0
2403,2019-09-29,west,1674.0
2404,2019-09-30,north,1638.0
2405,2019-09-30,south,1731.0
2406,2019-09-30,east,1716.0
2407,2019-09-30,west,1566.0
2408,2019-10-01,north,1707.0
2409,2019-10-01,south,1554.0
2410,2019-10-01,east,1632.0
2411,2019-10-01,west,1584.0
2412,2019-10-02,north,1653.0
2413,2019-10-02,south,1770.0
2414,2019-10-02,east,1758.0
2415,2019-10-02,west,1569.0
2416,2019-10-03,north,1797.0
2417,2019-10-03,south,1551.0
2418,2019-10-03,east,1677.0
2419,2019-10-03,west,1599.0
2420,2019-10-04,north,1512.0
2421,2019-10-04,south,1635.0
2422,2019-10-04,east,1749.0
2423,2019-10-04,west,1689.0
2424,2019-10-05,north,1614.0
2425,2019-10-05,south,1527.0
2426,2019-10-05,east,1521.0
2427,2019-10-05,west,1725.0
2428,2019-10-06,north,1587.0
2429,2019-10-06,south,1701.0
2430,2019-10-06,east,1566.0
2431,2019-10-06,west,1752.0
2432,2019-10-07,north,1668.0
2433,2019-10-07,south,1686.0
2434,2019-10-07,east,1611.0
2435,2019-10-07,west,1569.0
2436,2019-10-08,north,1599.0
2437,2019-10-08,south,1539.0
2438,2019-10-08,east,1611.0
2439,2019-10-08,west,1605.0
2440,2019-10-09,north,1680.0
2441,2019-10-09,south,1704.0
2442,2019-10-09,east,1689.0
2443,2019-10-09,west,1644.0
2444,2019-10-10,north,1701.0
2445,2019-10-10,south,1560.0
2446,2019-10-10,east,1791.0
2447,2019-10-10,west,1698.0
2448,2019-10-11,north,1539.0
2449,2019-10-11,south,1542.0
2450,2019-10-11,east,1704.0
2451,2019-10-11,west,1728.0
2452,2019-10-12,north,1590.0
2453,2019-10-12,south,1743.0
2454,2019-10-12,east,1569.0
2455,2019-10-12,west,1722.0
2456,2019-10-13,north,1545.0
2457,2019-10-13,south,1533.0
2458,2019-10-13,east,1674.0
2459,2019-10-13,west,1704.0
2460,2019-10-14,north,1524.0
2461,2019-10-14,south,1578.0
2462,2019-10-14,east,1692.0
2463,2019-10-14,west,1635.0
2464,2019-10-15,north,1782.0
2465,2019-10-15,south,1587.0
2466,2019-10-15,east,1638.0
2467,2019-10-15,west,1752.0
2468,2019-10-16,north,1542.0
2469,2019-10-16,south,1608.0
2470,2019-10-16,east,1683.0
2471,2019-10-16,west,1596.0
2472,2019-10-17,north,1527.0
2473,2019-10-17,south,1737.0
2474,2019-10-17,east,1671.0
2475,2019-10-17,west,1662.0
2476,2019-10-18,north,1518.0
2477,2019-10-18,south,1746.0
2478,2019-10-18,east,1590.0
2479,2019-10-18,west,1710.0
2480,2019-10-19,north,1647.0
2481,2019-10-19,south,1737.0
2482,2019-10-19,east,1761.0
2483,2019-10-19,west,1587.0
2484,2019-10-20,north,1701.0
2485,2019-10-20,south,1524.0
2486,2019-10-20,east,1677.0
2487,2019-10-20,west,1725.0
2488,2019-10-21,north,1653.0
2489,2019-10-21,south,1686.0
2490,2019-10-21,east,1698.0
2491,2019-10-21,west,1560.0
2492,2019-10-22,north,1515.0
2493,2019-10-22,south,1734.0
2494,2019-10-22,east,1551.0
2495,2019-10-22,west,1713.0
2496,2019-10-23,north,1758.0
2497,2019-10-23,south,1644.0
2498,2019-10-23,east,1758.0
2499,2019-10-23,west,1641.0
2500,2019-10-24,north,1617.0
2501,2019-10-24,south,1611.0
2502,2019-10-24,east,1788.0
2503,2019-10-24,west,1602.0
2504,2019-10-25,north,1638.0
2505,2019-10-25,south,1620.0
2506,2019-10-25,east,1665.0
2507,2019-10-25,west,1500.0
2508,2019-10-26,north,1671.0
2509,2019-10-26,south,1566.0
2510,2019-10-26,east,1740.0
2511,2019-10-26,west,1599.0
2512,2019-10-27,north,1710.0
2513,2019-10-27,south,1668.0
2514,2019-10-27,east,1740.0
2515,2019-10-27,west,1698.0
2516,2019-10-28,north,1503.0
2517,2019-10-28,south,1689.0
2518,2019-10-28,east,1626.0
2519,2019-10-28,west,1674.0
2520,2019-10-29,north,1542.0
2521,2019-10-29,south,1692.0
2522,2019-10-29,east,1719.0
2523,2019-10-29,west,1512.0
2524,2019-10-30,north,1731.0
2525,2019-10-30,south,1644.0
2526,2019-10-30,east,1746.0
